id_news,country,news,time,title_trans,type_news,cnn_prediction
venezuela_laPatilla_2017_79,Venezuela,laPatilla,2017-06-15,Venezuela led Visa Lottery winners in the United States 2018,local,economi
venezuela_laPatilla_2017_80,Venezuela,laPatilla,2017-08-25,Copa Airlines says it is running alone in Venezuela,local,economi
venezuela_laPatilla_2017_81,Venezuela,laPatilla,2017-08-25,"Judge orders garnishing $ 1,200 million Venezuelan government ...",local,polit
venezuela_laPatilla_2017_82,Venezuela,laPatilla,2017-04-11,Commission urges protection of the right to protest in Venezuela and ...,local,health
venezuela_laPatilla_2017_83,Venezuela,laPatilla,2017-09-22,"The Ten Plagues of Venezuela, by Freddy Marcano",local,crime
venezuela_laPatilla_2017_84,Venezuela,laPatilla,2017-08-30,Strong quake was felt in Caracas (photos),local,economi
venezuela_laPatilla_2017_86,Venezuela,laPatilla,2017-03-20,Venezuela Clorox production will be distributed by the Clap,local,economi
venezuela_laPatilla_2017_87,Venezuela,laPatilla,2017-08-14,"Maduro calls ""vulgar and offensive"" action Trump: He called ...",local,polit
venezuela_laPatilla_2017_88,Venezuela,laPatilla,2017-05-21,"Mexico and Venezuela look for the knockout, Argentina plays it in ...",local,economi
venezuela_laPatilla_2017_91,Venezuela,laPatilla,2017-08-18,Venezuela imports lubricating oils to low production and the ...,local,polit
venezuela_laPatilla_2017_92,Venezuela,laPatilla,2017-06-19,"So is ""Bret"" and so will be his path passing through Venezuela (data ...",local,economi
venezuela_laPatilla_2017_93,Venezuela,laPatilla,2017-10-11,The crisis has the brink of collapse in the transport system ...,local,economi
venezuela_laPatilla_2017_94,Venezuela,laPatilla,2017-06-14,Srdja Popovic and Slobodan Djinovic: How to save Venezuela,local,economi
venezuela_laPatilla_2017_95,Venezuela,laPatilla,2017-07-08,To laugh a while! Watch the best memes output Leopoldo ...,local,economi
venezuela_laPatilla_2017_96,Venezuela,laPatilla,2017-05-05,Venezuela will further demonstrations after 37 deaths and more than ...,local,sports
venezuela_laPatilla_2017_98,Venezuela,laPatilla,2017-07-12,"Plant 100 million from GM in Valencia, finished ...",local,polit
venezuela_laPatilla_2017_99,Venezuela,laPatilla,2017-08-26,"Troops, planes and tanks, Bolivarian government plays to war ...",local,economi
venezuela_laPatilla_2017_101,Venezuela,laPatilla,2017-09-28,Children and young people leave school in Venezuela in crisis,local,polit
venezuela_laPatilla_2017_102,Venezuela,laPatilla,2017-08-17,National Assembly investigate the slaughter of 37 inmates in jail ...,local,economi
venezuela_laPatilla_2017_103,Venezuela,laPatilla,2017-05-12,A Metra lead was the projectile that killed Miguel Castillo,local,polit
venezuela_laPatilla_2017_105,Venezuela,laPatilla,2017-06-07,With clandestine political opposition is gaining ground among the poorest ...,local,polit
venezuela_laPatilla_2017_106,Venezuela,laPatilla,2017-03-26,Special Olympics Venezuela returns home with 16 medals ...,local,economi
venezuela_laPatilla_2018_0,Venezuela,laPatilla,2018-09-26,Oops! ... Comparison of military power between the US and Venezuela ...,local,economi
venezuela_laPatilla_2018_2,Venezuela,laPatilla,2018-08-22,"Not the war in Syria, is Venezuela: The cover of ABC of Spain ...",local,polit
venezuela_laPatilla_2018_3,Venezuela,laPatilla,2018-06-05,Draft resolution on the situation in Venezuela approved ...,local,health
venezuela_laPatilla_2018_4,Venezuela,laPatilla,2018-08-21,US Geological Survey reported that a 7.3 earthquake shook ...,local,crime
venezuela_laPatilla_2018_5,Venezuela,laPatilla,2018-07-11,"In the first half, oil production in Venezuela fell 20%",local,polit
venezuela_laPatilla_2018_6,Venezuela,laPatilla,2018-04-05,China seizes oil Venezuela,local,polit
venezuela_laPatilla_2018_7,Venezuela,laPatilla,2018-10-18,Ecuador expelled the ambassador of Venezuela,local,polit
venezuela_laPatilla_2018_8,Venezuela,laPatilla,2018-06-04,"political prisoners ""freed"" in Venezuela under regime ...",local,polit
venezuela_laPatilla_2018_9,Venezuela,laPatilla,2018-10-08,IMF forecasts inflation of 10 million percent for ...,local,polit
venezuela_laPatilla_2018_11,Venezuela,laPatilla,2018-03-23,Analysis: Venezuela towards a monetary challenge amid crisis ...,local,polit
venezuela_laPatilla_2018_12,Venezuela,laPatilla,2018-09-16,Why some believe Maduro Venezuela being delivered to ...,local,polit
venezuela_laPatilla_2018_13,Venezuela,laPatilla,2018-04-09,Bloomberg: The bloody gold rush in the most dangerous city ...,local,crime
venezuela_laPatilla_2018_14,Venezuela,laPatilla,2018-01-07,"Ten causes of the destruction of Venezuela: 1999-2017, by Gustavo ...",local,religion
venezuela_laPatilla_2018_15,Venezuela,laPatilla,2018-07-20,Venezuela is filled with protests amid a severe crisis ...,local,polit
venezuela_laPatilla_2018_16,Venezuela,laPatilla,2018-05-20,Protest at the Embassy of Venezuela in Argentina for process ...,local,polit
venezuela_laPatilla_2018_18,Venezuela,laPatilla,2018-07-17,Analysis: The tragic and avoidable self-destruction of the economy ...,local,crime
venezuela_laPatilla_2018_19,Venezuela,laPatilla,2018-03-21,Griselda Reyes: I stay in Venezuela,local,economi
venezuela_laPatilla_2018_20,Venezuela,laPatilla,2018-07-19,Venezuela is the country with the most modern slavery in Latin America,local,polit
venezuela_laPatilla_2018_21,Venezuela,laPatilla,2018-12-06,A catastrophe in slow motion: Venezuela 20 years after the rise of ...,local,crime
venezuela_laPatilla_2018_22,Venezuela,laPatilla,2018-08-14,What is known of rising gasoline in Venezuela?,local,polit
venezuela_laPatilla_2018_23,Venezuela,laPatilla,2018-04-12,Venezuela defaulted on 18 of the 24 bonds that account ...,local,polit
venezuela_laPatilla_2018_24,Venezuela,laPatilla,2018-06-18,Venezuela crisis and according to EU summit center ...,local,polit
venezuela_laPatilla_2018_25,Venezuela,laPatilla,2018-07-15,Venezuela en route to a record in 2018: the worst hyperinflation in the ...,local,unemploy
venezuela_laPatilla_2018_26,Venezuela,laPatilla,2018-06-19,"President elect of Colombia, Ivan Duque, does not recognize the government ...",local,economi
venezuela_laPatilla_2018_27,Venezuela,laPatilla,2018-09-27,Human Rights Council UN approves first ...,local,economi
venezuela_laPatilla_2018_28,Venezuela,laPatilla,2018-08-08,Tania Diaz's explanation to justify the deaths in Venezuela ...,local,health
venezuela_laPatilla_2018_29,Venezuela,laPatilla,2018-04-05,"Analysis: The humanitarian crisis in Venezuela, the Bolivarian government and ...",local,crime
venezuela_laPatilla_2018_30,Venezuela,laPatilla,2018-12-26,The Economist: After destroying Venezuela's economy no ...,local,economi
venezuela_laPatilla_2018_31,Venezuela,laPatilla,2018-03-26,Venezuela teachers are the worst paid of America,local,polit
venezuela_laPatilla_2018_32,Venezuela,laPatilla,2018-12-27,Strong quake was felt in several regions of Venezuela,local,polit
venezuela_laPatilla_2018_33,Venezuela,laPatilla,2018-06-13,"By low production, Venezuela suspended oil delivery to ...",local,economi
venezuela_laPatilla_2018_35,Venezuela,laPatilla,2018-04-07,Venezuela remains isolated,local,health
venezuela_laPatilla_2018_36,Venezuela,laPatilla,2018-01-25,Spanish ambassador in Caracas Venezuela still waiting ...,local,polit
venezuela_laPatilla_2018_37,Venezuela,laPatilla,2018-06-01,Raging hyperinflation in Venezuela of Nicolas Maduro,local,polit
venezuela_laPatilla_2018_39,Venezuela,laPatilla,2018-07-12,"In Venezuela, oil revenues became negative | Nelson analysis ...",local,educ
venezuela_laPatilla_2018_40,Venezuela,laPatilla,2018-01-02,Ricardo Hausmann: D-Day for Venezuela,local,sports
venezuela_laPatilla_2018_41,Venezuela,laPatilla,2018-06-14,Venezuela is experiencing a holocaust product genocidal policy ...,local,educ
venezuela_laPatilla_2018_42,Venezuela,laPatilla,2018-05-30,OAS report accuses the government of Maduro of 131 murders ...,local,polit
venezuela_laPatilla_2018_43,Venezuela,laPatilla,2018-11-07,"Venezuela annual inflation is at 833,000% according to ...",local,economi
venezuela_laPatilla_2018_44,Venezuela,laPatilla,2018-08-22,Red Friday Venezuela: A destructive plan Maduro,local,sports
venezuela_laPatilla_2018_45,Venezuela,laPatilla,2018-04-23,The election campaign in Venezuela started without large deployments,local,sports
venezuela_laPatilla_2018_46,Venezuela,laPatilla,2018-06-09,Venezuela is moved by Elizabeth Salazar cancer,local,polit
venezuela_laPatilla_2018_47,Venezuela,laPatilla,2018-10-11,Oil production in Venezuela continues to stick down ...,local,crime
venezuela_laPatilla_2018_48,Venezuela,laPatilla,2018-03-06,"In Venezuela an economic depression is experienced, alert the Assembly ...",local,sports
venezuela_laPatilla_2018_49,Venezuela,laPatilla,2018-07-05,Venezuela celebrates Independence Day consumed in the crisis,local,economi
venezuela_laPatilla_2018_50,Venezuela,laPatilla,2018-08-13,Zoom notifies new price for sending remittances to Venezuela,local,sports
venezuela_laPatilla_2018_51,Venezuela,laPatilla,2018-04-19,US Treasury Secretary addressed the crisis in Venezuela with ...,local,sports
venezuela_laPatilla_2018_52,Venezuela,laPatilla,2018-06-23,"Despite the debacle in Pdvsa, Quevedo said that Venezuela will fulfill ...",local,crime
venezuela_laPatilla_2018_54,Venezuela,laPatilla,2018-08-13,IN PHOTOS: Flooding in Venezuela add more drama to the ...,local,polit
venezuela_laPatilla_2018_55,Venezuela,laPatilla,2018-11-19,The Washington Post: US prepares to add Venezuela to ...,local,crime
venezuela_laPatilla_2018_57,Venezuela,laPatilla,2018-11-26,Venezuela: The chances of socialism and oil ...,local,crime
venezuela_laPatilla_2018_58,Venezuela,laPatilla,2018-07-30,Santos: I see about the fall of the regime in Venezuela Maduro,local,polit
venezuela_laPatilla_2018_59,Venezuela,laPatilla,2018-11-13,IEA: Venezuela would take over 20 years to recover their level of ...,local,polit
venezuela_laPatilla_2018_60,Venezuela,laPatilla,2018-07-08,Ivan Duque: Colombia can not have an ambassador in Venezuela,local,crime
venezuela_laPatilla_2018_61,Venezuela,laPatilla,2018-07-28,Hunger in Venezuela! Six minimum wages for a kilo of garlic,local,educ
venezuela_laPatilla_2018_63,Venezuela,laPatilla,2018-02-21,Iran and Venezuela: A strategic relationship that ended in break ...,local,crime
venezuela_laPatilla_2018_64,Venezuela,laPatilla,2018-08-02,"Documentary DW: The flight of Venezuela, a failed state",local,sports
venezuela_laPatilla_2018_65,Venezuela,laPatilla,2018-09-13,"""There are 3,300,000 children with malnutrition in Venezuela""",local,economi
venezuela_laPatilla_2018_66,Venezuela,laPatilla,2018-10-14,"Hyperinflation devours dollars and euros, and leaves almost useless the ...",local,economi
venezuela_laPatilla_2018_69,Venezuela,laPatilla,2018-09-18,The Turkish Passion Nicolas Maduro and Cilia Flores ignites Venezuela,local,economi
venezuela_laPatilla_2018_70,Venezuela,laPatilla,2018-06-03,China closed credit lines to Venezuela,local,polit
venezuela_laPatilla_2018_72,Venezuela,laPatilla,2018-12-12,Konzapata: What brought Russian planes to Venezuela,local,sports
venezuela_laPatilla_2018_74,Venezuela,laPatilla,2018-05-15,"The Kellogg's farewell after 57 years in Venezuela, another ...",local,sports
venezuela_laPatilla_2018_75,Venezuela,laPatilla,2018-07-28,"Documentary ""Venezuela: The Truth"" lays bare the worst crisis ever ...",local,sports
venezuela_laPatilla_2018_76,Venezuela,laPatilla,2018-06-28,Mike Pence: The lighthouse of prosperity that was Venezuela has been ...,local,sports
venezuela_laPatilla_2018_77,Venezuela,laPatilla,2018-10-24,What makes Rodrigo Granda in Venezuela? by Gustavo Azócar Alcalá,local,sports
venezuela_laPatilla_2018_78,Venezuela,laPatilla,2018-07-18,Transparencia Venezuela: Why Maikel Moreno could enter the ...,local,sports
venezuela_laPatilla_2018_79,Venezuela,laPatilla,2018-02-02,"Abstention in Venezuela, the worst enemy of the next ...",local,polit
venezuela_laPatilla_2018_80,Venezuela,laPatilla,2018-09-16,Almagro on crisis in Venezuela: our message is not ...,local,polit
venezuela_laPatilla_2018_81,Venezuela,laPatilla,2018-11-11,Duke calls for international action against the dictatorship in Venezuela,local,crime
venezuela_laPatilla_2018_82,Venezuela,laPatilla,2018-04-19,Declaration by the European Union on the situation in Venezuela ...,local,sports
venezuela_laPatilla_2018_83,Venezuela,laPatilla,2018-06-07,Analysis: How the regime lost the OAS,local,polit
venezuela_laPatilla_2018_85,Venezuela,laPatilla,2018-12-25,Pope Francis asked concord for Venezuela in its message ...,local,polit
venezuela_laPatilla_2018_86,Venezuela,laPatilla,2018-06-18,Venezuela was the country with the highest increase in asylum claims ...,local,educ
venezuela_laPatilla_2018_89,Venezuela,laPatilla,2018-07-05,More than 50 countries are urging Venezuela to allow aid and restore ...,local,economi
venezuela_laPatilla_2018_91,Venezuela,laPatilla,2018-10-22,What would be the characteristics of a military intervention ...,local,polit
venezuela_laPatilla_2018_92,Venezuela,laPatilla,2018-08-23,Bolivarian government detained two managers Smurfit Kappa ...,local,polit
venezuela_laPatilla_2018_93,Venezuela,laPatilla,2018-11-01,Freedom House: Internet Freedom in Venezuela has worsened ...,local,polit
venezuela_laPatilla_2018_94,Venezuela,laPatilla,2018-05-16,What will the US with Venezuela after Sunday's election?,local,sports
venezuela_laPatilla_2018_95,Venezuela,laPatilla,2018-07-12,Migration Colombia employs new verification system in ...,local,polit
venezuela_laPatilla_2018_96,Venezuela,laPatilla,2018-11-06,Spain consular services in Venezuela are saturated ...,local,polit
venezuela_laPatilla_2018_97,Venezuela,laPatilla,2018-08-12,What cynical! Transport Minister ensures that there is spare parts ...,local,sports
venezuela_laPatilla_2018_98,Venezuela,laPatilla,2018-04-27,Copa Airlines expects to restart flights to and from Venezuela's ...,local,sports
venezuela_laPatilla_2018_99,Venezuela,laPatilla,2018-07-01,"Save the Children: Venezuela, one of the worst countries to live ...",local,sports
venezuela_laPatilla_2018_100,Venezuela,laPatilla,2018-12-06,"From a hotel room in Moscow, Maduro announces ""new ...",local,polit
venezuela_laPatilla_2018_102,Venezuela,laPatilla,2018-06-18,Guyana and Venezuela disagreed about dispute process ...,local,polit
venezuela_laPatilla_2018_103,Venezuela,laPatilla,2018-08-30,Pedro Sanchez: In Venezuela there is no democracy because there are prisoners ...,local,economi
venezuela_laPatilla_2018_104,Venezuela,laPatilla,2018-07-05,The official Chinese version does not confirm the alleged loan ...,local,economi
venezuela_laPatilla_2018_107,Venezuela,laPatilla,2018-09-26,Venezuela presidential plane bound for New York,local,sports
venezuela_laPatilla_2018_108,Venezuela,laPatilla,2018-07-16,CELAC European Union and seek to strengthen relationship despite tension ...,local,polit
venezuela_meridiano_2015_0,Venezuela,meridiano,2015-03-09,"J. Bavin, Aran and Sixto Rein start tour Venezuela",local,sports
venezuela_meridiano_2015_1,Venezuela,meridiano,2015-03-05,MLB academies in Venezuela seguirÃ¡n far as they can,local,polit
venezuela_meridiano_2015_2,Venezuela,meridiano,2015-12-08,Caciques of Venezuela is preparing for the World Series of Boxing,local,educ
venezuela_meridiano_2015_4,Venezuela,meridiano,2015-04-06,Venezuela is the second country with more players in the MLB,local,crime
venezuela_meridiano_2015_5,Venezuela,meridiano,2015-04-13,La Vinotinto beach already know the dates of matches,local,sports
venezuela_meridiano_2015_6,Venezuela,meridiano,2015-04-24,"Ender Inciarte ""Whenever you can'll play © in Venezuela""",local,economi
venezuela_meridiano_2015_8,Venezuela,meridiano,2015-07-22,John Cox's cousin Kobe Bryant born in Venezuela,local,crime
venezuela_meridiano_2015_9,Venezuela,meridiano,2015-02-23,La Vinotinto cuadrÃ³ couple of friendly more,local,sports
venezuela_meridiano_2015_11,Venezuela,meridiano,2015-11-19,Only a miracle would lead to Russia's 2018,local,sports
venezuela_meridiano_2015_12,Venezuela,meridiano,2015-10-30,Sub Vinotinto 15 already knows the calendar Sudamericano,local,corrupt
venezuela_meridiano_2015_13,Venezuela,meridiano,2015-12-06,Gleyber Torres visitÃ³ Tigers,local,sports
venezuela_meridiano_2015_14,Venezuela,meridiano,2015-10-16,Diosa Canales breaks new rules poses Playboy and again ...,local,polit
venezuela_meridiano_2015_15,Venezuela,meridiano,2015-01-11,Ago 69 year ± os the first game of the LVBP is disputÃ³,local,sports
venezuela_meridiano_2015_16,Venezuela,meridiano,2015-07-03,Venezuela with the task of advancing the Pan,local,sports
venezuela_meridiano_2015_17,Venezuela,meridiano,2015-06-15,The best memes about the triumph of the Vinotinto,local,educ
venezuela_meridiano_2015_18,Venezuela,meridiano,2015-08-03,Jaramillo Emisael a champion of export,local,polit
venezuela_meridiano_2015_19,Venezuela,meridiano,2015-11-15,Vinotinto U-20 women going for a new world,local,sports
venezuela_meridiano_2015_20,Venezuela,meridiano,2015-02-08,Team All Stars Caribbean Series,local,sports
venezuela_meridiano_2015_21,Venezuela,meridiano,2015-11-12,And the numbers were assigned to the Vinotinto,local,sports
venezuela_meridiano_2015_22,Venezuela,meridiano,2015-01-22,"Venezuela is uniÃ³ through © s of reggae by ""Whitey Man""",local,crime
venezuela_meridiano_2015_24,Venezuela,meridiano,2015-12-24,Sub Vinotinto 17 January concentrated,local,sports
venezuela_meridiano_2015_25,Venezuela,meridiano,2015-02-07,The reality of dreams Arcia exceeds ± os,local,educ
venezuela_meridiano_2015_27,Venezuela,meridiano,2015-12-22,Miguel Rojas says goodbye for this year ± or,local,polit
venezuela_meridiano_2015_28,Venezuela,meridiano,2015-12-20,Peralta proud,local,corrupt
venezuela_meridiano_2015_29,Venezuela,meridiano,2015-07-22,All set to celebrate the centenary of Billo,local,polit
venezuela_meridiano_2015_30,Venezuela,meridiano,2015-11-23,25 year ± os the departure of Baudilio Diaz,local,polit
venezuela_meridiano_2015_31,Venezuela,meridiano,2015-09-21,It was a showcase in Yagua Ã © success resounding,local,crime
venezuela_meridiano_2015_33,Venezuela,meridiano,2015-12-18,Torneo Apertura 2016 is ready to start,local,polit
venezuela_meridiano_2015_34,Venezuela,meridiano,2015-05-08,FVF fijÃ³ stance on the rights of television,local,polit
venezuela_meridiano_2015_35,Venezuela,meridiano,2015-08-14,"Between 800 and 3,500 tickets for the Vinotinto friendly",local,sports
venezuela_meridiano_2015_36,Venezuela,meridiano,2015-02-24,LVBP cambiÃ³ season format,local,crime
venezuela_meridiano_2015_38,Venezuela,meridiano,2015-12-17,LPB begins on Friday with four exciting games,local,polit
venezuela_meridiano_2015_39,Venezuela,meridiano,2015-11-26,Women's Volleyball Selection prepares for PreolÃmpico of ...,local,sports
venezuela_meridiano_2015_40,Venezuela,meridiano,2015-05-14,Jhon Murillo Benfica goes for 5 seasons,local,sports
venezuela_meridiano_2015_41,Venezuela,meridiano,2015-04-16,"Born foals with pedigrees luxury in the ""Urama""",local,health
venezuela_meridiano_2015_42,Venezuela,meridiano,2015-11-04,Alexandra Braun nude for a magazine,local,economi
venezuela_meridiano_2015_43,Venezuela,meridiano,2015-10-01,Jhonny Ferreira ended its cycle in Carabobo,local,economi
venezuela_meridiano_2015_45,Venezuela,meridiano,2015-11-26,They begin to shoot the rumors in the national football,local,sports
venezuela_meridiano_2015_46,Venezuela,meridiano,2015-11-03,"Alfonso Blanco: ""Boxing is intelligence, is an art""",local,economi
venezuela_meridiano_2015_47,Venezuela,meridiano,2015-07-06,16 players for the module in Puerto Ordaz,local,economi
venezuela_meridiano_2015_48,Venezuela,meridiano,2015-10-01,Hassan Pena reportÃ³ the ship,local,corrupt
venezuela_meridiano_2015_49,Venezuela,meridiano,2015-12-08,"Magallanes legend passes away, Gustavo Gil",local,sports
venezuela_meridiano_2015_50,Venezuela,meridiano,2015-07-27,The Foundation donates uniforms Carlos GonzÃ¡lez Selection Pre ...,local,polit
venezuela_meridiano_2015_51,Venezuela,meridiano,2015-04-24,Sub coaches 18 received first developing,local,sports
venezuela_meridiano_2015_52,Venezuela,meridiano,2015-12-16,TÃ¡chira expects to play two reinforcements in the capital,local,sports
venezuela_meridiano_2015_53,Venezuela,meridiano,2015-10-15,"Playboy Venezuela will follow ""naked"" true to your audience",local,sports
venezuela_meridiano_2015_54,Venezuela,meridiano,2015-04-17,Today Billo Voices to dance until dawn,local,sports
venezuela_meridiano_2015_55,Venezuela,meridiano,2015-07-03,men's volleyball team made history in Santo Domingo 2003,local,sports
venezuela_meridiano_2015_58,Venezuela,meridiano,2015-11-11,Henry Urrutia had a special reunion,local,sports
venezuela_meridiano_2015_59,Venezuela,meridiano,2015-12-31,Reinforcements ready for the postseason,local,sports
venezuela_meridiano_2015_60,Venezuela,meridiano,2015-07-10,Leopoldo JimÃ © nez colgÃ³ boots,local,economi
venezuela_meridiano_2015_61,Venezuela,meridiano,2015-06-26,Former footballer John Carew now is an actor,local,polit
venezuela_meridiano_2015_62,Venezuela,meridiano,2015-01-18,Javier Castilian is the best rider in the world,local,sports
venezuela_meridiano_2015_63,Venezuela,meridiano,2015-10-11,"Jorge Linares, pure gold",local,polit
venezuela_meridiano_2015_64,Venezuela,meridiano,2015-11-27,LPB teams with dollars in hand,local,polit
venezuela_meridiano_2015_66,Venezuela,meridiano,2015-04-29,Eduardo Orozco: an actor of Ã © success enjoying the anonymity in the ...,local,polit
venezuela_meridiano_2015_68,Venezuela,meridiano,2015-08-04,New immortal in the Hall of Fame LVBP,local,crime
venezuela_meridiano_2015_69,Venezuela,meridiano,2015-03-17,Sport Club UREA ± ± to sleep with the First Division,local,sports
venezuela_meridiano_2015_70,Venezuela,meridiano,2015-01-27,Six Venezuelan montarÃ¡n in Japan,local,sports
venezuela_meridiano_2015_71,Venezuela,meridiano,2015-11-05,Four suspended allowed to the fight between Cardinals and Lions,local,sports
venezuela_meridiano_2015_72,Venezuela,meridiano,2015-10-15,Willy GonzÃ¡lez the feeling of Dominican,local,sports
venezuela_meridiano_2015_73,Venezuela,meridiano,2015-02-19,Carlos Castillo rider suffered an injury in column,local,sports
venezuela_meridiano_2015_74,Venezuela,meridiano,2015-04-28,tickets to the classic sold like hotcakes,local,economi
venezuela_meridiano_2015_76,Venezuela,meridiano,2015-09-05,"""Chiki"" Meza returns to the court",local,sports
venezuela_meridiano_2015_77,Venezuela,meridiano,2015-10-15,"Eduardo Escobar: ""play © with tigers this year ± or""",local,crime
venezuela_meridiano_2015_80,Venezuela,meridiano,2015-12-22,"""8 Ball"" joins the herd",local,sports
venezuela_meridiano_2015_82,Venezuela,meridiano,2015-12-05,Magallanes vapuleÃ³ Sharks,local,polit
venezuela_meridiano_2015_83,Venezuela,meridiano,2015-12-09,"Diosa Canales cortÃ³ the ""legs"" to ""stealthy""",local,sports
venezuela_meridiano_2015_84,Venezuela,meridiano,2015-07-31,62 year ago Pompeyo Davalillo ± os debuted in the bÃ © isbol of ...,local,polit
venezuela_meridiano_2015_85,Venezuela,meridiano,2015-01-06,Bolivia has a new director tÃ © technician,local,sports
venezuela_meridiano_2015_86,Venezuela,meridiano,2015-09-04,That was the Minute by minute: Japan - Chile,local,polit
venezuela_meridiano_2015_87,Venezuela,meridiano,2015-09-05,- Croatia Argentina: So minute by minute it was,local,polit
venezuela_meridiano_2015_90,Venezuela,meridiano,2015-11-29,My home theft,local,sports
venezuela_meridiano_2015_91,Venezuela,meridiano,2015-04-05,List of Creoles who start the season in the majors,local,sports
venezuela_meridiano_2015_92,Venezuela,meridiano,2015-07-07,Arrase Venezuelan Gulfstream Park,local,sports
venezuela_meridiano_2015_93,Venezuela,meridiano,2015-03-28,"Venezuelan Baseball mourns, VÃctor Sanchez passed away",local,sports
venezuela_meridiano_2015_94,Venezuela,meridiano,2015-01-21,"Assassinated former basketball player, Carlos Morris",local,polit
venezuela_meridiano_2015_95,Venezuela,meridiano,2015-11-17,LVBP second round starts with expectations of good play and ...,local,sports
venezuela_meridiano_2015_96,Venezuela,meridiano,2015-06-07,Roberto Ferrari is the new president of Magallanes,local,economi
venezuela_meridiano_2015_99,Venezuela,meridiano,2015-11-07,Yonfrez Parejo lost to Zhanat Zhakiyanov world bantamweight title,local,economi
venezuela_meridiano_2016_0,Venezuela,meridiano,2016-09-01,Venezuela fell 2-0 to Colombia,local,sports
venezuela_meridiano_2016_1,Venezuela,meridiano,2016-11-15,Follow here the minute of: Ecuador - Venezuela,local,polit
venezuela_meridiano_2016_2,Venezuela,meridiano,2016-09-06,Bittersweet draw against Argentina (+ Video),local,polit
venezuela_meridiano_2016_3,Venezuela,meridiano,2016-09-01,This has been the Colombia-Venezuela game in Barranquilla,local,sports
venezuela_meridiano_2016_4,Venezuela,meridiano,2016-09-07,Venezuela resigned their dreams of going to Russia and Qatar and works ...,local,economi
venezuela_meridiano_2016_5,Venezuela,meridiano,2016-11-30,"Omar Vizquel: ""I am the manager of Venezuela and support me ...",local,sports
venezuela_meridiano_2016_6,Venezuela,meridiano,2016-11-14,La Vinotinto failed in his debut at the World Women's Under-20,local,polit
venezuela_meridiano_2016_7,Venezuela,meridiano,2016-09-11,Venezuela took the bronze at the World Women's Baseball,local,polit
venezuela_meridiano_2016_8,Venezuela,meridiano,2016-10-12,Dani Alves gave a speech to Venezuela (+ Photo),local,polit
venezuela_meridiano_2016_9,Venezuela,meridiano,2016-10-07,That was the minute the Canada-Venezuela,local,crime
venezuela_meridiano_2016_10,Venezuela,meridiano,2016-02-01,MÃ © Mexico and Venezuela start winning the Caribbean Series,local,sports
venezuela_meridiano_2016_11,Venezuela,meridiano,2016-08-14,Yulimar Rojas gives the first medal to Venezuela in Rio,local,educ
venezuela_meridiano_2016_13,Venezuela,meridiano,2016-09-08,Sandy Leon plans to play in Venezuela with the Tigers,local,polit
venezuela_meridiano_2016_14,Venezuela,meridiano,2016-09-27,Know the preliminary list of Venezuela for the World Baseball Classic,local,polit
venezuela_meridiano_2016_15,Venezuela,meridiano,2016-09-12,Creole suffers ball batazos of the crisis in Venezuela,local,polit
venezuela_meridiano_2016_16,Venezuela,meridiano,2016-10-20,Venezuela begins to build a new competitive system for ...,local,sports
venezuela_meridiano_2016_17,Venezuela,meridiano,2016-02-23,Venezuela already has his team for the Davis Cup,local,polit
venezuela_meridiano_2016_18,Venezuela,meridiano,2016-09-19,Playoffs: Definite schedules and referees for matches ...,local,sports
venezuela_meridiano_2016_19,Venezuela,meridiano,2016-07-01,OKAY! Venezuela celebrates life with Anna Vaccarella,local,polit
venezuela_meridiano_2016_20,Venezuela,meridiano,2016-11-03,FIFA fined the Venezuelan Football Federation,local,sports
venezuela_meridiano_2016_21,Venezuela,meridiano,2016-06-27,These are the ticket prices for the Venezuela-Argentina,local,sports
venezuela_meridiano_2016_22,Venezuela,meridiano,2016-11-21,Venezuela falls to Mexico and farewell to the FIFA U-20,local,polit
venezuela_meridiano_2016_24,Venezuela,meridiano,2016-06-29,MLB scouts were present in Venezuela RBI program,local,polit
venezuela_meridiano_2016_25,Venezuela,meridiano,2016-05-02,Defined Venezuelan team that will say this in Championship ...,local,sports
venezuela_meridiano_2016_26,Venezuela,meridiano,2016-03-14,Meridiano TV will transmit Moto GP exclusively for Venezuela,local,polit
venezuela_meridiano_2016_28,Venezuela,meridiano,2016-08-24,Basketball Vinotinto climbed seven locations in the FIBA ​​ranking,local,sports
venezuela_meridiano_2016_30,Venezuela,meridiano,2016-10-19,Venezuela is ready for the World Under-23 Baseball,local,sports
venezuela_meridiano_2016_31,Venezuela,meridiano,2016-09-07,Japan beat Venezuela in the World Baseball Women,local,polit
venezuela_meridiano_2016_33,Venezuela,meridiano,2016-01-29,Venezuela works to grow in the 3x3,local,sports
venezuela_meridiano_2016_34,Venezuela,meridiano,2016-08-10,open keys in the second round of Copa Venezuela,local,polit
venezuela_meridiano_2016_35,Venezuela,meridiano,2016-11-15,World Baseball Classic and has its official calendar (+ Photo),local,crime
venezuela_meridiano_2016_36,Venezuela,meridiano,2016-11-09,"These are the nominees for the ""Athlete of the Year"" in Venezuela",local,polit
venezuela_meridiano_2016_37,Venezuela,meridiano,2016-10-21,That was the minute the Venezuela-Spain,local,crime
venezuela_meridiano_2016_38,Venezuela,meridiano,2016-10-21,Venezuela defined Baseball roster for World U23,local,sports
venezuela_meridiano_2016_39,Venezuela,meridiano,2016-09-07,So the semifinals of Copa Venezuela were,local,polit
